name,stem,Adams filtration,weight,cell,shift,h1info,h1target,drinfo,drtarget
_h1^2 e0^2 g^2,77,17,45,1,-1,,loc,0,c0 e0^4
D^2 h1 d0^2,77,17,41,0,1,,D^2 h1^2 d0^2,,
_c0 e0^4,77,18,44,1,0,,loc,0,d0^3 e0^2
D c0 d0^2 e0,77,19,43,0,0,,loc,,
_t h0 d0^3 e0^2,77,20,42,1,0,h,P D h1 d0^2 e0,,
_P D h1^2 d0^3,77,21,41,1,-1,,loc,0,P^2 D c0 d0^2
M P^3 c0,77,21,41,0,1,,loc,,
_P^2 D c0 d0^2,77,22,40,1,0,,_P^2 D h1 c0 d0^2,0,_t P^2 h0 d0^3 e0
P^3 D h1 d0^2,77,25,41,0,0,,loc,,
P^3 c0 d0^2 e0,77,27,43,0,0,,loc,,
P^4 d0^2 e0,77,28,42,0,0,,loc,,
_P^4 h1^2 d0^3,77,29,41,1,0,,loc,0,P^5 c0 d0^2
_P^5 c0 d0^2,77,30,40,1,0,,loc,0,P^6 d0^2
_P^9 h1^4,77,39,39,1,0,,loc,,
_t h0 e0 g^3,78,16,44,1,0,h,D h1 e0^2 g,,
_D h1^2 e0^3,78,17,43,1,-1,,loc,0,D c0 d0^2 e0
M P c0 e0,78,17,43,0,1,,loc,,
_D c0 d0^2 e0,78,18,42,1,-2,,_D h1 c0 d0^2 e0,0,_t h0 d0^3 e0^2
M P^2 e0,78,18,42,0,0,,loc,,
D^2 h1^2 d0^2,78,18,42,0,2,,loc,,
_M P^2 h1^2 d0,78,19,41,1,0,,loc,0,M P^3 c0
P D h1 d0^2 e0,78,21,43,0,0,,loc,,
_P^2 D h1 c0 d0^2,78,23,41,1,-2,,loc,0,P^3 D h1 d0^2
M P^4 h1,78,23,41,0,0,,loc,,
c0 d0^5,78,23,45,0,2,,loc,,
P d0^5,78,24,44,0,0,,loc,,
_P^2 h1^2 d0^3 e0,78,25,43,1,0,,loc,0,P^3 c0 d0^2 e0
_P^3 c0 d0^2 e0,78,26,42,1,0,,loc,0,P^4 d0^2 e0
P^4 D c0 d0,78,27,41,0,0,,loc,,
_t P^4 h0 d0^2 e0,78,28,40,1,0,h,P^5 D h1 d0,,
P^7 c0 d0,78,35,41,0,0,,loc,,
P^8 d0,78,36,40,0,0,,P^8 h1 d0,,
M e0^2,79,14,44,0,0,,M h1 e0^2,,
_M h1^2 d0 e0,79,15,43,1,0,,loc,0,M P c0 e0
_M P c0 e0,79,16,42,1,-1,,loc,0,M P^2 e0
D^2 d0 e0,79,16,42,0,1,,loc,2,D^2 h1^2 d0^2
D h1 e0^2 g,79,17,45,0,0,,D h1^2 e0^2 g,,
_D h1 c0 d0^2 e0,79,19,43,1,-1,,loc,0,P D h1 d0^2 e0
c0 e0^3 g,79,19,47,0,1,,loc,,
d0^2 e0^3,79,20,46,0,0,,loc,,
_M P^3 h1 c0,79,21,41,1,-1,,loc,0,M P^4 h1
_h1^2 d0^3 e0^2,79,21,45,1,1,,loc,0,c0 d0^5
_c0 d0^5,79,22,44,1,0,,loc,0,P d0^5
P^2 D c0 d0 e0,79,23,43,0,0,,loc,,
_t P h0 d0^5,79,24,42,1,0,h,P^3 D h1 d0 e0,,
_P^3 D h1^2 d0^2,79,25,41,1,0,,loc,0,P^4 D c0 d0
_P^4 D c0 d0,79,26,40,1,0,,_P^4 D h1 c0 d0,0,_t P^4 h0 d0^2 e0
P^5 D h1 d0,79,29,41,0,0,,loc,,
P^5 c0 d0 e0,79,31,43,0,0,,loc,,
P^6 d0 e0,79,32,42,0,0,,loc,,
_P^6 h1^2 d0^2,79,33,41,1,0,,loc,0,P^7 c0 d0
P^8 h1 d0,79,37,41,0,0,,loc,,
M h1 e0^2,80,15,45,0,0,,M h1^2 e0^2,,
_h1^2 e0 g^3,80,17,47,1,0,,loc,0,c0 e0^3 g
_c0 e0^3 g,80,18,46,1,-1,,loc,0,d0^2 e0^3
D h1^2 e0^2 g,80,18,46,0,1,,D h1^3 e0^2 g,,
D c0 d0 e0^2,80,19,45,0,0,,loc,,
_t h0 d0^2 e0^3,80,20,44,1,0,h,D h1 d0^4,,
_P D h1^2 d0^2 e0,80,21,43,1,-1,,loc,0,P^2 D c0 d0 e0
P D^2 h1^2 c0 d0,80,21,43,0,1,,loc,,
_P^2 D c0 d0 e0,80,22,42,1,-1,,_P^2 D h1 c0 d0 e0,0,_t P h0 d0^5
P^2 D^2 h1^2 d0,80,22,42,0,1,,loc,,
P^3 D h1 d0 e0,80,25,43,0,0,,loc,,
_P^4 D h1 c0 d0,80,27,41,1,-1,,loc,0,P^5 D h1 d0
P^3 c0 d0 e0^2,80,27,45,0,1,,loc,,
P^3 d0^4,80,28,44,0,0,,loc,,
_P^4 h1^2 d0^2 e0,80,29,43,1,0,,loc,0,P^5 c0 d0 e0
_P^5 c0 d0 e0,80,30,42,1,0,,loc,0,P^6 d0 e0
_P^7 h1 c0 d0,80,35,41,1,0,,loc,1,P^8 h1 d0
P^9 c0,80,39,41,0,0,,loc,,
_t h0 g^4,81,16,46,1,-1,h,D h1 e0 g^2,2,D h1^2 e0^2 g
M h1^2 e0^2,81,16,46,0,1,,loc,,
_D h1^2 e0^2 g,81,17,45,1,-1,,loc,0,D c0 d0 e0^2
M c0 d0^2,81,17,45,0,1,,loc,,
_D c0 d0 e0^2,81,18,44,1,-1,,_D h1 c0 d0 e0^2,0,_t h0 d0^2 e0^3
M P d0^2,81,18,44,0,1,,loc,,
_M P^2 h1^2 e0,81,19,43,1,-2,,loc,0,P D^2 h1^2 c0 d0
D h1^3 e0^2 g,81,19,47,0,0,,loc,,
_D^2 h1^4 d0^2,81,19,43,1,2,,loc,,
_P D^2 h1^2 c0 d0,81,20,42,1,0,,loc,0,P^2 D^2 h1^2 d0
D h1 d0^4,81,21,45,0,0,,loc,,
_P^2 D h1 c0 d0 e0,81,23,43,1,-1,,loc,0,P^3 D h1 d0 e0
c0 d0^4 e0,81,23,47,0,1,,loc,,
P d0^4 e0,81,24,46,0,0,,loc,,
_P h1^2 d0^5,81,25,45,1,0,,loc,0,P^3 c0 d0 e0^2
_P^3 c0 d0 e0^2,81,26,44,1,0,,loc,0,P^3 d0^4
P^4 D c0 e0,81,27,43,0,0,,loc,,
_t P^3 h0 d0^4,81,28,42,1,0,h,P^5 D h1 e0,,
P^7 c0 e0,81,35,43,0,0,,loc,,
P^8 e0,81,36,42,0,0,,loc,,
P^10 h1,81,41,41,0,0,,loc,,
M e0 g,82,14,46,0,0,,loc,2,M h1^2 e0^2
_M h1^2 e0^2,82,15,45,1,0,,loc,0,M c0 d0^2
_M c0 d0^2,82,16,44,1,-1,,loc,0,M P d0^2
D^2 e0^2,82,16,44,0,1,,D^2 h1 e0^2,,
D h1 e0 g^2,82,17,47,0,-1,,loc,2,D h1^3 e0^2 g
_D^2 h1^2 d0 e0,82,17,43,1,1,,loc,0,_D^2 h1^4 d0^2
_D h1 c0 d0 e0^2,82,19,45,1,-1,,loc,0,D h1 d0^4
c0 e0^2 g^2,82,19,49,0,1,,h1 c0 e0^2 g^2,,
d0 e0^4,82,20,48,0,0,,loc,,
_h1^2 d0^2 e0^3,82,21,47,1,0,,loc,0,c0 d0^4 e0
_c0 d0^4 e0,82,22,46,1,0,,loc,0,P d0^4 e0
P^2 D c0 e0^2,82,23,45,0,0,,loc,,
_t P h0 d0^4 e0,82,24,44,1,0,h,D P^2 h1 d0^3,,
_P^3 D h1^2 d0 e0,82,25,43,1,-1,,loc,0,P^4 D c0 e0
_M P^4 h1^4,82,25,43,1,1,,loc,,
_P^4 D c0 e0,82,26,42,1,0,,_P^4 D h1 c0 e0,0,_t P^3 h0 d0^4
P^5 D h1 e0,82,29,43,0,0,,loc,,
P^4 c0 d0^3,82,31,45,0,0,,loc,,
P^5 d0^3,82,32,44,0,0,,loc,,
_P^6 h1^2 d0 e0,82,33,43,1,0,,loc,0,P^7 c0 e0
_P^7 c0 e0,82,34,42,1,0,,loc,0,P^8 e0
_t M h0 e0 g,83,14,44,1,0,h,M D h1 d0,,
D^2 h1 e0^2,83,17,45,0,0,,D^2 h1^2 e0^2,,
_c0 e0^2 g^2,83,18,48,1,0,,loc,0,d0 e0^4
D c0 e0^3,83,19,47,0,0,,loc,,
h1 c0 e0^2 g^2,83,20,50,0,-1,,h1^2 c0 e0^2 g^2,,
_t h0 d0 e0^4,83,20,46,1,1,h,D h1 d0^3 e0,,
_D h1^2 d0^4,83,21,45,1,-1,,loc,0,P^2 D c0 e0^2
M P^2 c0 d0,83,21,45,0,1,,loc,,
_P^2 D c0 e0^2,83,22,44,1,-1,,_P^2 D h1 c0 e0^2,0,_t P h0 d0^4 e0
M P^3 d0,83,22,44,0,1,,loc,,
_P^2 D^2 h1^4 d0,83,23,43,1,0,,loc,0,_M P^4 h1^4
D P^2 h1 d0^3,83,25,45,0,0,,loc,,
_P^4 D h1 c0 e0,83,27,43,1,-1,,loc,0,P^5 D h1 e0
P^2 c0 d0^3 e0,83,27,47,0,1,,loc,,
P^3 d0^3 e0,83,28,46,0,0,,loc,,
_P^3 h1^2 d0^4,83,29,45,1,0,,loc,0,P^4 c0 d0^3
_P^4 c0 d0^3,83,30,44,1,0,,loc,0,P^5 d0^3
_P^5 D h1^4 d0,83,31,43,1,0,,loc,,
_P^8 h1^4 d0,83,39,43,1,0,,loc,,
_P^9 h1^2 c0,83,40,42,1,0,,loc,,
M D h1 d0,84,15,45,0,0,,M D h1^2 d0,,
_D h1^2 e0 g^2,84,17,47,1,-1,,loc,0,D c0 e0^3
M c0 d0 e0,84,17,47,0,1,,loc,,
_D c0 e0^3,84,18,46,1,-2,,_D h1 c0 e0^3,0,_t h0 d0 e0^4
D^2 h1^2 e0^2,84,18,46,0,0,,loc,,
M P d0 e0,84,18,46,0,2,,loc,,
_M P h1^2 d0^2,84,19,45,1,-1,,loc,0,M P^2 c0 d0
D^2 c0 d0^2,84,19,45,0,1,,loc,,
_M P^2 c0 d0,84,20,44,1,0,,loc,0,M P^3 d0
h1^2 c0 e0^2 g^2,84,21,51,0,-1,,loc,,
D h1 d0^3 e0,84,21,47,0,1,,loc,,
_P^2 D h1 c0 e0^2,84,23,45,1,-1,,loc,0,D P^2 h1 d0^3
c0 d0^3 e0^2,84,23,49,0,1,,loc,,
d0^6,84,24,48,0,0,,loc,,
_P h1^2 d0^4 e0,84,25,47,1,0,,loc,0,P^2 c0 d0^3 e0
_P^2 c0 d0^3 e0,84,26,46,1,0,,loc,0,P^3 d0^3 e0
P^3 D c0 d0^2,84,27,45,0,0,,loc,,
_t P^3 h0 d0^3 e0,84,28,44,1,0,h,P^4 D h1 d0^2,,
_P^5 D h1^2 e0,84,29,43,1,0,,loc,0,_P^5 D h1^4 d0
P^6 c0 d0^2,84,35,45,0,0,,loc,,
P^7 d0^2,84,36,44,0,0,,loc,,
_P^8 h1^2 e0,84,37,43,1,0,,loc,0,_P^8 h1^4 d0
M g^2,85,14,48,0,0,,M h1 g^2,,
_M h1^2 e0 g,85,15,47,1,0,,loc,0,M c0 d0 e0
D^2 e0 g,85,16,46,0,-2,,loc,2,D^2 h1^2 e0^2
_M c0 d0 e0,85,16,46,1,0,,loc,0,M P d0 e0
M D h1^2 d0,85,16,46,0,2,,M D h1^3 d0,,
_D^2 h1^2 e0^2,85,17,45,1,0,,loc,0,D^2 c0 d0^2
c0 e0 g^3,85,19,51,0,-1,,loc,2,h1^2 c0 e0^2 g^2
_D h1 c0 e0^3,85,19,47,1,1,,loc,0,D h1 d0^3 e0
e0^5,85,20,50,0,0,,loc,,
_h1^2 d0 e0^4,85,21,49,1,-1,,loc,0,c0 d0^3 e0^2
P D^2 h1 d0^2,85,21,45,0,1,,loc,,
_c0 d0^3 e0^2,85,22,48,1,0,,loc,0,d0^6
P D c0 d0^2 e0,85,23,47,0,0,,loc,,
_t h0 d0^6,85,24,46,1,0,h,P^2 D h1 d0^2 e0,,
_P^2 D h1^2 d0^3,85,25,45,1,-1,,loc,0,P^3 D c0 d0^2
M P^4 c0,85,25,45,0,1,,loc,,
_P^3 D c0 d0^2,85,26,44,1,-1,,_P^3 D h1 c0 d0^2,0,_t P^3 h0 d0^3 e0
M P^5,85,26,44,0,1,,loc,,
P^4 D h1 d0^2,85,29,45,0,0,,loc,,
P^4 c0 d0^2 e0,85,31,47,0,0,,loc,,
P^5 d0^2 e0,85,32,46,0,0,,loc,,
_P^5 h1^2 d0^3,85,33,45,1,0,,loc,0,P^6 c0 d0^2
_P^6 c0 d0^2,85,34,44,1,0,,loc,0,P^7 d0^2
_P^10 h1^4,85,43,43,1,0,,loc,,
_t M h0 g^2,86,14,46,1,0,h,M D h1 e0,2,M D h1^2 d0
M h1 g^2,86,15,49,0,0,,M h1^2 g^2,,
M D h1^3 d0,86,17,47,0,0,,loc,,
_c0 e0 g^3,86,18,50,1,0,,loc,0,e0^5
_D^2 h1 c0 d0^2,86,19,45,1,-1,,loc,0,P D^2 h1 d0^2
D c0 e0^2 g,86,19,49,0,1,,D h1 c0 e0^2 g,,
_t h0 e0^5,86,20,48,1,0,h,D h1 d0^2 e0^2,,
_D h1^2 d0^3 e0,86,21,47,1,-1,,loc,0,P D c0 d0^2 e0
M P^2 c0 e0,86,21,47,0,1,,loc,,
_P D c0 d0^2 e0,86,22,46,1,-1,,_P D h1 c0 d0^2 e0,0,_t h0 d0^6
M P^3 e0,86,22,46,0,1,,loc,,
_M P^3 h1^2 d0,86,23,45,1,0,,loc,0,M P^4 c0
_M P^4 c0,86,24,44,1,0,,loc,0,M P^5
P^2 D h1 d0^2 e0,86,25,47,0,0,,loc,,
_P^3 D h1 c0 d0^2,86,27,45,1,-1,,loc,0,P^4 D h1 d0^2
P c0 d0^5,86,27,49,0,1,,loc,,
P^2 d0^5,86,28,48,0,0,,loc,,
_P^3 h1^2 d0^3 e0,86,29,47,1,0,,loc,0,P^4 c0 d0^2 e0
_P^4 c0 d0^2 e0,86,30,46,1,0,,loc,0,P^5 d0^2 e0
P^5 D c0 d0,86,31,45,0,0,,loc,,
P^8 c0 d0,86,39,45,0,0,,loc,,
P^9 d0,86,40,44,0,0,,loc,,
M D h1 e0,87,15,47,0,0,,loc,2,M D h1^3 d0
M h1^2 g^2,87,16,50,0,0,,M h1^3 g^2,,
D^3 h1 d0,87,17,45,0,-1,,D^3 h1^2 d0,,
M c0 e0^2,87,17,49,0,1,,loc,,
_D c0 e0^2 g,87,18,48,1,-1,,_D h1 c0 e0^2 g,0,_t h0 e0^5
M d0^3,87,18,48,0,1,,loc,,
_M P h1^2 d0 e0,87,19,47,1,-1,,loc,0,M P^2 c0 e0
D^2 c0 d0 e0,87,19,47,0,1,,loc,,
_M P^2 c0 e0,87,20,46,1,-2,,loc,0,M P^3 e0
D h1 c0 e0^2 g,87,20,50,0,0,,D h1^2 c0 e0^2 g,,
P D^2 d0 e0,87,20,46,0,2,,loc,,
D h1 d0^2 e0^2,87,21,49,0,0,,loc,,
_P D h1 c0 d0^2 e0,87,23,47,1,-1,,loc,0,P^2 D h1 d0^2 e0
c0 d0^2 e0^3,87,23,51,0,1,,loc,,
d0^5 e0,87,24,50,0,0,,loc,,
_h1^2 d0^6,87,25,49,1,0,,loc,0,P c0 d0^5
_P c0 d0^5,87,26,48,1,0,,loc,0,P^2 d0^5
P^3 D c0 d0 e0,87,27,47,0,0,,loc,,
_t P^2 h0 d0^5,87,28,46,1,0,h,P^4 D h1 d0 e0,,
_P^4 D h1^2 d0^2,87,29,45,1,0,,loc,0,P^5 D c0 d0
P^6 D h1 d0,87,33,45,0,0,,loc,,
P^6 c0 d0 e0,87,35,47,0,0,,loc,,
P^7 d0 e0,87,36,46,0,0,,loc,,
_P^7 h1^2 d0^2,87,37,45,1,0,,loc,0,P^8 c0 d0
_P^8 c0 d0,87,38,44,1,0,,loc,0,P^9 d0
_M h1^2 g^2,88,15,49,1,0,,loc,0,M c0 e0^2
_M c0 e0^2,88,16,48,1,0,,loc,0,M d0^3
_D^2 h1^2 e0 g,88,17,47,1,-2,,loc,0,D^2 c0 d0 e0
M h1^3 g^2,88,17,51,0,0,,M h1^4 g^2,,
_M D h1^4 d0,88,17,47,1,2,,loc,,
_D^2 c0 d0 e0,88,18,46,1,-1,,loc,0,P D^2 d0 e0
D^3 h1^2 d0,88,18,46,0,1,,D^3 h1^3 d0,,
_D h1 c0 e0^2 g,88,19,49,1,0,,loc,0,D h1 d0^2 e0^2
e0^4 g,88,20,52,0,0,,h1 e0^4 g,,
_h1^2 e0^5,88,21,51,1,-1,,loc,0,c0 d0^2 e0^3
D h1^2 c0 e0^2 g,88,21,51,0,1,,loc,,
_c0 d0^2 e0^3,88,22,50,1,0,,loc,0,d0^5 e0
P D c0 d0 e0^2,88,23,49,0,0,,loc,,
_t h0 d0^5 e0,88,24,48,1,0,h,P D h1 d0^4,,
_P^2 D h1^2 d0^2 e0,88,25,47,1,-1,,loc,0,P^3 D c0 d0 e0
P^2 D^2 h1^2 c0 d0,88,25,47,0,1,,loc,,
_P^3 D c0 d0 e0,88,26,46,1,-1,,_P^3 D h1 c0 d0 e0,0,_t P^2 h0 d0^5
P^3 D^2 h1^2 d0,88,26,46,0,1,,loc,,
P^4 D h1 d0 e0,88,29,47,0,0,,loc,,
_P^5 D h1 c0 d0,88,31,45,1,-1,,loc,0,P^6 D h1 d0
P^3 c0 d0^4,88,31,49,0,1,,loc,,
P^4 d0^4,88,32,48,0,0,,loc,,
_P^5 h1^2 d0^2 e0,88,33,47,1,0,,loc,0,P^6 c0 d0 e0
_P^6 c0 d0 e0,88,34,46,1,0,,loc,0,P^7 d0 e0
P^10 c0,88,43,45,0,0,,loc,,
_t M h2 g^2,89,14,48,1,0,h,M D h1 g,,
_M D h1^2 e0,89,15,47,1,0,,loc,0,_M D h1^4 d0
_t D^2 h0 g^2,89,16,46,1,0,h,D^3 h1 e0,1,D^3 h1^2 d0
M h1^4 g^2,89,18,52,0,0,,M h1^5 g^2,,
D c0 e0 g^2,89,19,51,0,-1,,loc,2,D h1^2 c0 e0^2 g
D^3 h1^3 d0,89,19,47,0,1,,loc,,
_t h0 e0^4 g,89,20,50,1,0,h,D h1 d0 e0^3,,
_D h1^2 d0^2 e0^2,89,21,49,1,-2,,loc,0,P D c0 d0 e0^2
h1 e0^4 g,89,21,53,0,0,,h1^2 e0^4 g,,
M P c0 d0^2,89,21,49,0,2,,loc,,
_P D c0 d0 e0^2,89,22,48,1,-1,,_P D h1 c0 d0 e0^2,0,_t h0 d0^5 e0
M P^2 d0^2,89,22,48,0,1,,loc,,
_M P^3 h1^2 e0,89,23,47,1,-1,,loc,0,P^2 D^2 h1^2 c0 d0
_P D^2 h1^4 d0^2,89,23,47,1,1,,loc,,
_P^2 D^2 h1^2 c0 d0,89,24,46,1,0,,loc,0,P^3 D^2 h1^2 d0
P D h1 d0^4,89,25,49,0,0,,loc,,
_P^3 D h1 c0 d0 e0,89,27,47,1,-1,,loc,0,P^4 D h1 d0 e0
P c0 d0^4 e0,89,27,51,0,1,,loc,,
P^2 d0^4 e0,89,28,50,0,0,,loc,,
_P^2 h1^2 d0^5,89,29,49,1,0,,loc,0,P^3 c0 d0^4
_P^3 c0 d0^4,89,30,48,1,0,,loc,0,P^4 d0^4
P^5 D c0 e0,89,31,47,0,0,,loc,,
_t P^4 h0 d0^4,89,32,46,1,0,h,P^6 D h1 e0,,
P^8 c0 e0,89,39,47,0,0,,loc,,
P^9 e0,89,40,46,0,0,,loc,,
P^11 h1,89,45,45,0,0,,loc,,
M^2,90,12,48,0,0,,M^2 h1,,
M D h1 g,90,15,49,0,0,,M D h1^2 g,,
D^3 h1 e0,90,17,47,0,-1,,loc,1,D^3 h1^3 d0
M c0 e0 g,90,17,51,0,1,,M h1 c0 e0 g,,
_D c0 e0 g^2,90,18,50,1,-1,,_D h1 c0 e0 g^2,0,_t h0 e0^4 g
M d0^2 e0,90,18,50,0,1,,loc,,
_M h1^2 d0^3,90,19,49,1,-2,,loc,0,M P c0 d0^2
M h1^5 g^2,90,19,53,0,0,,M h1^6 g^2,,
D^2 c0 e0^2,90,19,49,0,2,,D^2 h1 c0 e0^2,,
_M P c0 d0^2,90,20,48,1,-1,,loc,0,M P^2 d0^2
D^2 d0^3,90,20,48,0,1,,loc,,
_P D^2 h1^2 d0 e0,90,21,47,1,-1,,loc,0,_P D^2 h1^4 d0^2
D h1 d0 e0^3,90,21,51,0,1,,loc,,
h1^2 e0^4 g,90,22,54,0,0,,loc,,
_P D h1 c0 d0 e0^2,90,23,49,1,-1,,loc,0,P D h1 d0^4
c0 d0 e0^4,90,23,53,0,1,,loc,,
d0^4 e0^2,90,24,52,0,0,,loc,,
_h1^2 d0^5 e0,90,25,51,1,0,,loc,0,P c0 d0^4 e0
_P c0 d0^4 e0,90,26,50,1,0,,loc,0,P^2 d0^4 e0
P^2 D c0 d0^3,90,27,49,0,0,,loc,,
_t P^2 h0 d0^4 e0,90,28,48,1,0,h,P^3 D h1 d0^3,,
_P^4 D h1^2 d0 e0,90,29,47,1,-1,,loc,0,P^5 D c0 e0
_M P^5 h1^4,90,29,47,1,1,,loc,,
_P^5 D c0 e0,90,30,46,1,0,,_P^5 D h1 c0 e0,0,_t P^4 h0 d0^4
P^6 D h1 e0,90,33,47,0,0,,loc,,
P^5 c0 d0^3,90,35,49,0,0,,loc,,
P^6 d0^3,90,36,48,0,0,,loc,,
_P^7 h1^2 d0 e0,90,37,47,1,0,,loc,0,P^8 c0 e0
_P^8 c0 e0,90,38,46,1,0,,loc,0,P^9 e0
M^2 h1,91,13,49,0,0,,M^2 h1^2,,
_M c0 e0 g,91,16,50,1,-1,,loc,0,M d0^2 e0
M D h1^2 g,91,16,50,0,1,,M D h1^3 g,,
M D c0 d0,91,17,49,0,0,,loc,,
_D^2 c0 e0^2,91,18,48,1,-1,,loc,0,D^2 d0^3
M h1 c0 e0 g,91,18,52,0,1,,M h1^2 c0 e0 g,,
_D h1 c0 e0 g^2,91,19,51,1,-1,,loc,0,D h1 d0 e0^3
_D^3 h1^4 d0,91,19,47,1,1,,loc,,
d0 e0 g^3,91,20,54,0,-2,,loc,2,h1^2 e0^4 g
M h1^6 g^2,91,20,54,0,0,,M h1^7 g^2,,
D^2 h1 c0 e0^2,91,20,50,0,2,,D^2 h1^2 c0 e0^2,,
_h1^2 e0^4 g,91,21,53,1,0,,loc,0,c0 d0 e0^4
_c0 d0 e0^4,91,22,52,1,0,,loc,0,d0^4 e0^2
P D c0 e0^3,91,23,51,0,0,,loc,,
_t h0 d0^4 e0^2,91,24,50,1,0,h,P D h1 d0^3 e0,,
_P D h1^2 d0^4,91,25,49,1,-1,,loc,0,P^2 D c0 d0^3
M P^3 c0 d0,91,25,49,0,1,,loc,,
_P^2 D c0 d0^3,91,26,48,1,-1,,_P^2 D h1 c0 d0^3,0,_t P^2 h0 d0^4 e0
M P^4 d0,91,26,48,0,1,,loc,,
_P^3 D^2 h1^4 d0,91,27,47,1,0,,loc,0,_M P^5 h1^4
P^3 D h1 d0^3,91,29,49,0,0,,loc,,
_P^5 D h1 c0 e0,91,31,47,1,-1,,loc,0,P^6 D h1 e0
P^3 c0 d0^3 e0,91,31,51,0,1,,loc,,
P^4 d0^3 e0,91,32,50,0,0,,loc,,
_P^4 h1^2 d0^4,91,33,49,1,0,,loc,0,P^5 c0 d0^3
_P^5 c0 d0^3,91,34,48,1,0,,loc,0,P^6 d0^3
_P^6 D h1^4 d0,91,35,47,1,0,,loc,,
_P^9 h1^4 d0,91,43,47,1,0,,loc,,
_P^10 h1^2 c0,91,44,46,1,0,,loc,,
M^2 h1^2,92,14,50,0,0,,loc,,
_M D h1^2 g,92,15,49,1,0,,loc,0,M D c0 d0
_D^3 h1^2 e0,92,17,47,1,-1,,loc,0,_D^3 h1^4 d0
M D h1^3 g,92,17,51,0,1,,M D h1^4 g,,
M h1^2 c0 e0 g,92,19,53,0,-1,,M h1^3 c0 e0 g,,
M P D h1 d0,92,19,49,0,1,,loc,,
_t h0 d0 e0 g^3,92,20,52,1,0,h,D h1 e0^4,,
_D h1^2 d0 e0^3,92,21,51,1,-3,,loc,0,P D c0 e0^3
M h1^7 g^2,92,21,55,0,-1,,M h1^8 g^2,,
D^2 h1^2 c0 e0^2,92,21,51,0,1,,loc,,
M P c0 d0 e0,92,21,51,0,3,,loc,,
_P D c0 e0^3,92,22,50,1,-1,,_P D h1 c0 e0^3,0,_t h0 d0^4 e0^2
M P^2 d0 e0,92,22,50,0,1,,loc,,
_M P^2 h1^2 d0^2,92,23,49,1,-1,,loc,0,M P^3 c0 d0
P D^2 c0 d0^2,92,23,49,0,1,,loc,,
_M P^3 c0 d0,92,24,48,1,-1,,loc,0,M P^4 d0
P^2 D^2 d0^2,92,24,48,0,1,,loc,,
P D h1 d0^3 e0,92,25,51,0,0,,loc,,
_P^2 D h1 c0 d0^3,92,27,49,1,-1,,loc,0,P^3 D h1 d0^3
c0 d0^6,92,27,53,0,1,,loc,,
P d0^6,92,28,52,0,0,,loc,,
_P^2 h1^2 d0^4 e0,92,29,51,1,0,,loc,0,P^3 c0 d0^3 e0
_P^3 c0 d0^3 e0,92,30,50,1,0,,loc,0,P^4 d0^3 e0
P^4 D c0 d0^2,92,31,49,0,0,,loc,,
_t P^4 h0 d0^3 e0,92,32,48,1,0,h,P^5 D h1 d0^2,,
_P^6 D h1^2 e0,92,33,47,1,0,,loc,0,_P^6 D h1^4 d0
P^7 c0 d0^2,92,39,49,0,0,,loc,,
P^8 d0^2,92,40,48,0,0,,loc,,
_P^9 h1^2 e0,92,41,47,1,0,,loc,0,_P^9 h1^4 d0
D D1 e0,93,12,50,0,0,,loc,2,M^2 h1^2
_M D h1 c0 d0,93,17,49,1,-1,,loc,0,M P D h1 d0
M c0 g^2,93,17,53,0,1,,M h1 c0 g^2,,
M D h1^4 g,93,18,52,0,-1,,M D h1^5 g,,
M d0 e0^2,93,18,52,0,1,,loc,,
D^2 c0 e0 g,93,19,51,0,-1,,loc,2,D^2 h1^2 c0 e0^2
_M h1^2 d0^2 e0,93,19,51,1,1,,loc,0,M P c0 d0 e0
_M P c0 d0 e0,93,20,50,1,-2,,loc,0,M P^2 d0 e0
M h1^3 c0 e0 g,93,20,54,0,0,,M h1^4 c0 e0 g,,
D^2 d0^2 e0,93,20,50,0,2,,loc,,
_D^2 h1^2 d0^3,93,21,49,1,-1,,loc,0,P D^2 c0 d0^2
D h1 e0^4,93,21,53,0,1,,D h1^2 e0^4,,
_P D^2 c0 d0^2,93,22,48,1,-1,,loc,0,P^2 D^2 d0^2
M h1^8 g^2,93,22,56,0,1,,loc,,
_P D h1 c0 e0^3,93,23,51,1,-1,,loc,0,P D h1 d0^3 e0
c0 e0^5,93,23,55,0,1,,loc,,
d0^3 e0^3,93,24,54,0,0,,loc,,
_h1^2 d0^4 e0^2,93,25,53,1,0,,loc,0,c0 d0^6
_c0 d0^6,93,26,52,1,0,,loc,0,P d0^6
P^2 D c0 d0^2 e0,93,27,51,0,0,,loc,,
_t P h0 d0^6,93,28,50,1,0,h,P^3 D h1 d0^2 e0,,
_P^3 D h1^2 d0^3,93,29,49,1,-1,,loc,0,P^4 D c0 d0^2
M P^5 c0,93,29,49,0,1,,loc,,
_P^4 D c0 d0^2,93,30,48,1,0,,_P^4 D h1 c0 d0^2,0,_t P^4 h0 d0^3 e0
P^5 D h1 d0^2,93,33,49,0,0,,loc,,
P^5 c0 d0^2 e0,93,35,51,0,0,,loc,,
P^6 d0^2 e0,93,36,50,0,0,,loc,,
_P^6 h1^2 d0^3,93,37,49,1,0,,loc,0,P^7 c0 d0^2
_P^7 c0 d0^2,93,38,48,1,0,,loc,0,P^8 d0^2
_P^11 h1^4,93,47,47,1,0,,loc,,
D^2 M h1,94,15,49,0,0,,D^2 M h1^2,,
