name,stem,Adams filtration,weight,cell,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
D^2 h0^2 d0^3,90,22,48,0,1,,,,,,,,
c0 d0 e0^4,90,23,53,0,0,,,,loc,,,,
d0^4 e0^2,90,24,52,0,0,,h0 d0^4 e0^2,,loc,,h0 d0^3 e0^3,,
h0 d0^4 e0^2,90,25,52,0,-1,,h0^2 d0^4 e0^2,,,,h0^2 d0^3 e0^3,,
_h1^2 d0^5 e0,90,25,51,1,1,,,,loc,,,,
h0^2 d0^4 e0^2,90,26,52,0,-1,,,,,,,,
_P c0 d0^4 e0,90,26,50,1,1,h,P d0^4 j,,loc,h,d0^5 i,,
P d0^4 j,90,27,50,0,-1,,P h0 d0^4 j,,,,h0 d0^5 i,2,P^2 h0 d0^4 e0
P^2 D c0 d0^3,90,27,49,0,1,,,,loc,,,,
P h0 d0^4 j,90,28,50,0,-1,,,,,,,2,P^2 h0^2 d0^4 e0
_t P^2 h0 d0^4 e0,90,28,48,1,1,,_t P^2 h0^2 d0^4 e0,h,P^3 D h1 d0^3,,_t P h0^2 d0^6,,
_t P^2 h0^2 d0^4 e0,90,29,48,1,-2,h,P^4 i m,,,h,P^4 j m,,
_P^4 D h1^2 d0 e0,90,29,47,1,0,,,,loc,,,,
_M P^5 h1^4,90,29,47,1,2,,,,loc,,,,
P^4 i m,90,30,48,0,-1,,,,,,,,
_P^5 D c0 e0,90,30,46,1,1,,_t P^3 h0 d0^3 i,,loc,,_t P^4 h0 d0^2 l,,
_t P^3 h0 d0^3 i,90,31,46,1,0,,_t^2 P^4 h1 d0^4,,,,_t^2 P^4 h1 d0^3 e0,2,_t P^4 h0^2 d0^4
_t^2 P^4 h1 d0^4,90,32,46,1,0,,,,,,,2,P^5 i j
P^6 D h1 e0,90,33,47,0,0,,,,loc,,,,
P^5 c0 d0^3,90,35,49,0,0,,,,loc,,,,
P^6 d0^3,90,36,48,0,0,,P^6 h0 d0^3,,loc,,P^6 h0 d0^2 e0,,
P^6 h0 d0^3,90,37,48,0,-1,,P^6 h0^2 d0^3,,,,P^6 h0^2 d0^2 e0,,
_P^7 h1^2 d0 e0,90,37,47,1,1,,,,loc,,,,
P^6 h0^2 d0^3,90,38,48,0,-1,,,,,,,,
_P^8 c0 e0,90,38,46,1,1,h,P^8 j,,loc,h,P^7 d0 i,,
P^8 j,90,39,46,0,0,,P^8 h0 j,,,,P^7 h0 d0 i,2,P^9 h0 e0
P^8 h0 j,90,40,46,0,0,,,,,,,2,P^9 h0^2 e0
_h3 h6 g,91,5,47,1,0,,,,_h1 h3 h6 g,h,h6 n,2,_h0 h2^2 h6 g
h4^2 D3,91,6,48,0,0,,,,h1 h4^2 D3,,,,
h1 h3 h6 g,91,7,49,0,0,,,,h1^2 h3 h6 g,,,,
"x91,8",91,8,48,0,0,,"h0 x91,8",,"h1 x91,8",,,2,"x90,10"
_h1^2 h6 c0 e0,91,9,48,1,-3,,,,_h1^3 h6 c0 e0,,,2,P h1^2 h6 e0 + _h1^4 h6 c0 d0
"h0 x91,8",91,9,48,0,-1,,,,,,,2,"h0 x90,10"
h6 d0^2,91,9,48,0,1,,h0 h6 d0^2,,h1 h6 d0^2,,h0 h6 d0 e0,,
_t h2 g Q3,91,9,48,1,3,,,,,h,"y94,10",,
_h1 h3 g H1,91,10,49,1,-2,,,,_h1^2 h3 g H1,,,2,h1 d1 Q2
_h1 h3 g H1 again,91,10,49,1,-2,,,,,,,2,_h1^2 B6 d1
_P h1^2 h6 e0,91,10,47,1,0,,,,_P h1^3 h6 e0,,,2,_P h1^4 h6 d0
h0 h6 d0^2,91,10,48,0,2,,h0^2 h6 d0^2,,,,h0^2 h6 d0 e0,,
h0^2 h6 d0^2,91,11,48,0,-5,,,,,,,,
_t d1 e1 g,91,11,49,1,-3,,,,,,,,
"x91,11",91,11,48,0,-1,,"h0 x91,11",,"h1 x91,11",,"h2 x91,11",2,M^2 h0
h1^3 h6 c0 e0,91,11,50,0,1,,,,h1^4 h6 c0 e0,,,2,h1^5 h6 c0 d0
_h1 d1 Q2,91,11,48,1,3,,,,_h1^2 d1 Q2,,,,
d1 j1,91,11,51,0,5,,,,h1 d1 j1,,,,
_h1^5 h6 c0 d0,91,12,49,1,-4,,,,_h1^6 h6 c0 d0,,,2,P h1^5 h6 d0
D h2^2 A',91,12,48,0,-2,,,,,,,,
h1^2 h3 g H1,91,12,51,0,0,,,,,,,,
"h0 x91,11",91,12,48,0,2,,"h0^2 x91,11",,,,,2,M^2 h0^2
P h1^3 h6 e0 + _h1^5 h6 c0 d0,91,12,49,0,4,,,,P h1^4 h6 e0 + _h1^6 h6 c0 d0,,,,
"h0^2 x91,11",91,13,48,0,-5,,"h0^3 x91,11",,,,,2,M^2 h0^3
_D h1^2 g2 g,91,13,49,1,-3,,,h,m Q2,,,,
_t h2 g C'',91,13,49,1,-1,,,h,m Q2,,_t^2 g^2 i1,,
h1 d1 e1 g,91,13,52,0,1,,,,h1^2 d1 e1 g,,,,
h1^2 d1 Q2,91,13,50,0,3,,,,,,,,
_P h1^5 h6 d0,91,13,48,1,5,,,,_P h1^6 h6 d0,,,,
"h0^3 x91,11",91,14,48,0,-3,,"h0^4 x91,11",,,,,2,M^2 h0^4
_h1^10 h6 e0,91,14,51,1,-1,,,,_h1^11 h6 e0,,,,
_P^2 h1^3 h6 c0,91,14,47,1,1,,,,_P^2 h1^4 h6 c0,,,,
h1^6 h6 c0 d0,91,14,51,0,3,,,,h1^7 h6 c0 d0,,,,
P h1^6 h6 d0,91,15,50,0,-2,,,,,,,,
"h0^4 x91,11",91,15,48,0,0,,"h0^5 x91,11",,,,,2,M^2 h0^5
_t D^2 h2 c1 g,91,15,47,1,2,,,,,h,D^3 h2 c1,,
"h0^5 x91,11",91,16,48,0,-4,,,,,,,2,M^2 h0^6
h1^11 h6 e0,91,16,53,0,-2,,,,h1^12 h6 e0,,,,
P^2 h1^4 h6 c0,91,16,49,0,0,,,,P^2 h1^5 h6 c0,,,,
_M c0 e0 g,91,16,50,1,2,h,M d0 l + D^2 h2 g^2,,loc,h,M d0 m,,
_M c0 e0 g again,91,16,50,1,2,h,D^2 h2 g^2,,,,,,
M h2^2 g^2,91,16,52,0,4,,,,,,h1^9 h6 c0 d0,,
D h3 g^3,91,17,52,0,-4,,,,D h1 h3 g^3,,,2,h0 g m^2
g^3 n,91,17,53,0,-2,,,,,,h2 g^3 n,,
M d0 l + D^2 h2 g^2,91,17,50,0,0,,M h0 d0 l + D^2 h0 h2 g^2,,,,M h0 d0 m,2,M h0 d0^2 e0
M d0 l + D^2 h2 g^2 again,91,17,50,0,0,,,,,,D^2 h2^2 g^2,,
D^2 h2 g^2,91,17,50,0,2,,D^2 h0 h2 g^2,,,,D^2 h2^2 g^2,,
M D c0 d0,91,17,49,0,4,,,,loc,,,,
_h0 g m^2,91,18,51,1,-3,,,,,,,,
M h0 d0 l + D^2 h0 h2 g^2,91,18,50,0,-1,,,,,,P^2 h1^7 h6 c0,2,M h0^2 d0^2 e0
D^2 h0 h2 g^2,91,18,50,0,1,,,,,,P^2 h1^7 h6 c0,,
_D^2 c0 e0^2,91,18,48,1,3,,_t M h0^2 d0^2 e0,,loc,h,D^2 d0 l,,
_t M h0^2 d0^2 e0,91,19,48,1,-1,h,D^2 h0 d0 k,,,h,D^2 h0 d0 l,2,D^2 h0 d0^3
_D^3 h1^4 d0,91,19,47,1,1,,,,loc,,,,
D^2 h0 d0 k,91,20,48,0,-1,,,,,,,2,D^2 h0^2 d0^3
d0 e0 g^3,91,20,54,0,1,,h0 d0 e0 g^3,,loc,,h0 e0^2 g^3,,
h0 d0 e0 g^3,91,21,54,0,-1,,h0^2 d0 e0 g^3,,,,h0^2 e0^2 g^3,,
_h1^2 e0^4 g,91,21,53,1,1,,,,loc,,,,
h0^2 d0 e0 g^3,91,22,54,0,-1,,,,,,,,
_c0 d0 e0^4,91,22,52,1,1,h,d0^4 m,,loc,h,d0^3 e0 m,,
d0^4 m,91,23,52,0,-1,,h0 d0^4 m,,,,h0 d0^3 e0 m,2,h0 d0^4 e0^2
P D c0 e0^3,91,23,51,0,1,,,,loc,,,,
h0 d0^4 m,91,24,52,0,-1,,,,,,,2,h0^2 d0^4 e0^2
_t h0 d0^4 e0^2,91,24,50,1,1,,_t h0^2 d0^4 e0^2,h,P D h1 d0^3 e0,,_t h0^2 d0^3 e0^3,,
_t h0^2 d0^4 e0^2,91,25,50,1,-2,h,d0^3 i j,,,h,d0^3 i k,,
M P^3 c0 d0,91,25,49,0,0,,,,loc,,,,
_P D h1^2 d0^4,91,25,49,1,2,,,,loc,,,,
d0^3 i j,91,26,50,0,-2,,,,,,,,
_P^2 D c0 d0^3,91,26,48,1,0,,_t P h0 d0^4 j,,loc,,_t h0 d0^5 i,,
M P^4 d0,91,26,48,0,2,,M P^4 h0 d0,,loc,,M P^4 h0 e0,,
_t P h0 d0^4 j,91,27,48,1,-2,,_t^2 P^2 h1 d0^4 e0,,,,_t^2 P h1 d0^6,2,_t P^2 h0^2 d0^4 e0
M P^4 h0 d0,91,27,48,0,0,,M P^4 h0^2 d0,,,,M P^4 h0^2 e0,,
_P^3 D^2 h1^4 d0,91,27,47,1,2,,,,loc,,,,
_t^2 P^2 h1 d0^4 e0,91,28,48,1,-1,,,,,,,2,P^4 i m
M P^4 h0^2 d0,91,28,48,0,1,,,,,,,,
P^3 D h1 d0^3,91,29,49,0,0,,,,loc,,,,
P^3 c0 d0^3 e0,91,31,51,0,0,,,,loc,,,,
P^4 d0^3 e0,91,32,50,0,0,,P^4 h0 d0^3 e0,,loc,,P^3 h0 d0^5,,
P^4 h0 d0^3 e0,91,33,50,0,-1,,P^4 h0^2 d0^3 e0,,,,P^3 h0^2 d0^5,,
_P^4 h1^2 d0^4,91,33,49,1,1,,,,loc,,,,
P^4 h0^2 d0^3 e0,91,34,50,0,-1,,,,,,,,
_P^5 c0 d0^3,91,34,48,1,1,h,P^5 d0^2 i,,loc,h,P^5 d0^2 j,,
P^5 d0^2 i,91,35,48,0,-1,,P^5 h0 d0^2 i,,,,P^5 h0 d0^2 j,2,P^6 h0 d0^3
_P^6 D h1^4 d0,91,35,47,1,1,,,,loc,,,,
P^5 h0 d0^2 i,91,36,48,0,0,,,,,,,2,P^6 h0^2 d0^3
_P^9 h1^4 d0,91,43,47,1,0,,,,loc,,,,
_P^10 h1^2 c0,91,44,46,1,0,h,P^11 h2,,loc,h,P^10 h0 d0,,
P^11 h2,91,45,46,0,0,,P^11 h0 h2,,,,P^10 h0^2 d0,,
P^11 h0 h2,91,46,46,0,0,,,,,,,,
g3,92,4,48,0,0,,h0 g3,,h1 g3,,h2 g3,,
h0 g3,92,5,48,0,0,,h0^2 g3,,,,h0 h2 g3,,
_h1 h3 h6 g,92,6,48,1,-1,,,,_h1^2 h3 h6 g,,,,
h0^2 g3,92,6,48,0,1,,h0^3 g3,,,,,,
h1 h4^2 D3,92,7,49,0,-1,,,,,,,,
h0^3 g3,92,7,48,0,1,,h0^4 g3,,,,,,
h6 k,92,8,48,0,-2,,h0 h6 k,,,,h0 h6 l,2,h0 h6 d0^2
h1^2 h3 h6 g,92,8,50,0,0,,,,,,,,
h0^4 g3,92,8,48,0,2,,h0^5 g3,,,,,,
h0 h6 k,92,9,48,0,-2,,,,,,,2,h0^2 h6 d0^2
"h1 x91,8",92,9,49,0,0,,,,"h1^2 x91,8",,,,
h0^5 g3,92,9,48,0,2,,,,,,,,
_h1^3 h6 c0 e0,92,10,49,1,-4,,,,_h1^4 h6 c0 e0,,,2,P h1^3 h6 e0 + _h1^5 h6 c0 d0
"x92,10",92,10,48,0,-2,,"h0 x92,10",,"h1 x92,10",,,,
D1 h1^2 e1,92,10,51,0,0,,,,D1 h1^3 e1,,,,
h1 h6 d0^2,92,10,49,0,2,,,,h1^2 h6 d0^2,,,,
_d1 j1,92,10,50,1,4,,,,_h1 d1 j1,h,"h1 x94,10",,
_h1^2 h3 g H1,92,11,50,1,-3,,,,,,,2,h1^2 d1 Q2
_P h1^3 h6 e0,92,11,48,1,-1,,,,_P h1^4 h6 e0,,,2,_P h1^5 h6 d0
D h2^2 H1,92,11,49,0,1,,,,,,D h1^2 h3 H1,,
"h0 x92,10",92,11,48,0,3,,,,,,,,
"h1 x91,11",92,12,49,0,-5,,,,"h1^2 x91,11",,,,
h1^4 h6 c0 e0,92,12,51,0,-3,,,,h1^5 h6 c0 e0,,,2,h1^6 h6 c0 d0
_h1^2 d1 Q2,92,12,49,1,-1,,,h,T Q2,,,,
h1 d1 j1,92,12,52,0,1,,,,h1^2 d1 j1,,,,
D^2 g2,92,12,48,0,3,,D^2 h0 g2,,D^2 h1 g2,,D^2 h2 g2,,
_h1 d1 e1 g,92,12,51,1,5,,,,_h1^2 d1 e1 g,h,h1^2 B7 d1,,
"h2 x89,12",92,13,52,0,-3,,,,,,,,
_h1^6 h6 c0 d0,92,13,50,1,-1,,,,_h1^7 h6 c0 d0,,,2,P h1^6 h6 d0
P h1^4 h6 e0 + _h1^6 h6 c0 d0,92,13,50,0,1,,,,P h1^5 h6 e0 + _h1^7 h6 c0 d0,,,,
D^2 h0 g2,92,13,48,0,3,,D^2 h0^2 g2,,,,D^2 h0 h2 g2,,
m Q2,92,14,50,0,-3,,,,,,,,
h1^2 d1 e1 g,92,14,53,0,-1,,,,,,,,
_P h1^6 h6 d0,92,14,49,1,1,,,,_t^3 d1 g^3,,,,
D^2 h0^2 g2,92,14,48,0,3,,,,,,,,
_t M h2^2 g^2,92,15,50,1,-4,h,M D h2^2 e0,,,h,M D h2^2 g,,
_h1^11 h6 e0,92,15,52,1,-2,,,,_h1^12 h6 e0,,,,
_P^2 h1^4 h6 c0,92,15,48,1,0,,,,_P^2 h1^5 h6 c0,,,,
h1^7 h6 c0 d0,92,15,52,0,2,,,,h1^8 h6 c0 d0,,,,
_M D h1^2 g,92,15,49,1,4,,,,loc,,,,
M D h2^2 e0,92,16,50,0,-3,,,,,,,,
_t^2 D^2 h2 g^2,92,16,47,1,-1,,,h,t D^3 h1 g,,,,
d1 g^3,92,16,54,0,1,,,,h1 d1 g^3,,h2 d1 g^3,,
_D h3 g^3,92,16,51,1,3,,,,_D h1 h3 g^3,,_t h2 g^3 n,2,_h0 g m^2
_t D^2 h0 h2 g^2,92,17,48,1,-3,h,D^3 h2^2 d0,,,h,D^3 h2^2 e0,,
h1^12 h6 e0,92,17,54,0,-1,,,,h1^13 h6 e0,,,,
P^2 h1^5 h6 c0,92,17,50,0,1,,,,P^2 h1^6 h6 c0,,,,
_D^3 h1^2 e0,92,17,47,1,3,,,,loc,,,,
D^3 h2^2 d0,92,18,48,0,-1,,,,,,,,
D h1 h3 g^3,92,18,53,0,1,,,,D h1^2 h3 g^3,,,,
e0 g^2 m,92,19,54,0,-1,,h0 e0 g^2 m,,,,h0 g^3 m,2,h0 d0 e0 g^3
M P D h1 d0,92,19,49,0,1,,,,loc,,,,
h0 e0 g^2 m,92,20,54,0,-1,,,,,,,2,h0^2 d0 e0 g^3
_t h0 d0 e0 g^3,92,20,52,1,1,,_t h0^2 d0 e0 g^3,h,D h1 e0^4,,_t h0^2 e0^2 g^3,,
_t h0^2 d0 e0 g^3,92,21,52,1,-2,h,D h2^2 d0^2 e0^2,,,h,D h2^2 d0^2 e0 g,,
M P c0 d0 e0,92,21,51,0,0,,,,loc,,,,
_D h1^2 d0 e0^3,92,21,51,1,2,,,,loc,,,,
D h2^2 d0^2 e0^2,92,22,52,0,-2,,,,,,,,
_P D c0 e0^3,92,22,50,1,0,,_t h0 d0^4 m,,loc,,_t h0 d0^3 e0 m,,
M P^2 d0 e0,92,22,50,0,2,,M P^2 h0 d0 e0,,loc,,M P h0 d0^3,,
_t h0 d0^4 m,92,23,50,1,-3,,_t^2 h1 d0^4 e0^2,,,,_t^2 h1 d0^3 e0^3,2,_t h0^2 d0^4 e0^2
M P^2 h0 d0 e0,92,23,50,0,-1,,M P^2 h0^2 d0 e0,,,,M P h0^2 d0^3,,
P D^2 c0 d0^2,92,23,49,0,1,,,,loc,,,,
_M P^2 h1^2 d0^2,92,23,49,1,3,,,,loc,,,,
_t^2 h1 d0^4 e0^2,92,24,50,1,-3,,,,,,,2,d0^3 i j
M P^2 h0^2 d0 e0,92,24,50,0,-1,,,,,,,,
_M P^3 c0 d0,92,24,48,1,1,h,M P^3 i + P^2 D^2 h0 d0^2,,loc,h,M P^3 j + P^2 D^2 h0 d0 e0,,
P^2 D^2 d0^2,92,24,48,0,3,,P^2 D^2 h0 d0^2,,loc,,P^2 D^2 h0 d0 e0,,
P D h1 d0^3 e0,92,25,51,0,-2,,,,loc,,,,
M P^3 i + P^2 D^2 h0 d0^2,92,25,48,0,0,,M P^3 h0 i + P^2 D^2 h0^2 d0^2,,,,M P^3 h0 j + P^2 D^2 h0^2 d0 e0,2,M P^4 h0 d0
P^2 D^2 h0 d0^2,92,25,48,0,2,,P^2 D^2 h0^2 d0^2,,,,P^2 D^2 h0^2 d0 e0,,
M P^3 h0 i + P^2 D^2 h0^2 d0^2,92,26,48,0,-1,,,,,,,2,M P^4 h0^2 d0
P^2 D^2 h0^2 d0^2,92,26,48,0,1,,M P^3 h0^2 i,,,,,,
M P^3 h0^2 i,92,27,48,0,-1,,M P^3 h0^3 i,,,,,,
c0 d0^6,92,27,53,0,1,,,,loc,,,,
M P^3 h0^3 i,92,28,48,0,-1,,M P^3 h0^4 i,,,,,,
P d0^6,92,28,52,0,1,,P h0 d0^6,,loc,,P h0 d0^5 e0,,
M P^3 h0^4 i,92,29,48,0,-2,,M P^3 h0^5 i,,,,,,
P h0 d0^6,92,29,52,0,0,,P h0^2 d0^6,,,,P h0^2 d0^5 e0,,
_P^2 h1^2 d0^4 e0,92,29,51,1,2,,,,loc,,,,
M P^3 h0^5 i,92,30,48,0,-2,,,,,,,,
P h0^2 d0^6,92,30,52,0,0,,,,,,,,
_P^3 c0 d0^3 e0,92,30,50,1,2,h,P^4 d0^2 l,,loc,h,P^4 d0^2 m,,
P^4 d0^2 l,92,31,50,0,-1,,P^4 h0 d0^2 l,,,,P^4 h0 d0^2 m,2,P^4 h0 d0^3 e0
P^4 D c0 d0^2,92,31,49,0,1,,,,loc,,,,
P^4 h0 d0^2 l,92,32,50,0,-1,,,,,,,2,P^4 h0^2 d0^3 e0
_t P^4 h0 d0^3 e0,92,32,48,1,1,,_t P^4 h0^2 d0^3 e0,h,P^5 D h1 d0^2,,_t P^3 h0^2 d0^5,,
_t P^4 h0^2 d0^3 e0,92,33,48,1,-1,h,P^5 i k,,,h,P^5 i l,,
_P^6 D h1^2 e0,92,33,47,1,1,,,,loc,,,,
P^5 i k,92,34,48,0,0,,,,,,,,
P^7 c0 d0^2,92,39,49,0,0,,,,loc,,,,
P^8 d0^2,92,40,48,0,0,,P^8 h0 d0^2,,loc,,P^8 h0 d0 e0,,
P^8 h0 d0^2,92,41,48,0,-1,,P^8 h0^2 d0^2,,,,P^8 h0^2 d0 e0,,
_P^9 h1^2 e0,92,41,44,1,1,,,,loc,,,,
P^8 h0^2 d0^2,92,42,48,0,0,,,,,,,,
h4^2 h6,93,3,48,0,0,,h0 h4^2 h6,,h1 h4^2 h6,,,,
h0 h4^2 h6,93,4,48,0,0,,h0^2 h4^2 h6,,,,,,
h1 g3,93,5,49,0,-1,,,,h1^2 g3,,,,
h0^2 h4^2 h6,93,5,48,0,1,,h0^3 h4^2 h6,,,,,,
h0^3 h4^2 h6,93,6,48,0,0,,,,,,,,
_h1^2 h3 h6 g,93,7,49,1,-1,,,,,,,,
D h2^2 h6,93,7,48,0,1,,h0 . D h2^2 h6,,,,D h1^2 h3 h6,,
h0 . D h2^2 h6,93,8,48,0,-1,,h0^2 . D h2^2 h6,,,,,,
"x93,8",93,8,49,0,1,,,,,,"h2 x93,8",,
h0^2 . D h2^2 h6,93,9,48,0,-2,,h0^3 . D h2^2 h6,,,,,,
D1 h2 e1,93,9,51,0,0,,,,,,,,
_D1 h1^2 e1,93,9,50,1,2,,,,_D1 h1^3 e1,,,,
"h1^2 x91,8",93,10,50,0,-2,,,,,,,,
h0^3 . D h2^2 h6,93,10,48,0,0,,h0^4 . D h2^2 h6,,,,,,
D h3 H1,93,10,49,0,2,,,,D h1 h3 H1,,,2,"h1 x91,11"
_h1^4 h6 c0 e0,93,11,50,1,-6,,,,_h1^5 h6 c0 e0,,,2,P h1^4 h6 e0 + _h1^6 h6 c0 d0
"h1 x92,10",93,11,49,0,-4,,,,,,,,
D1 h1^3 e1,93,11,52,0,-2,,,,,,,,
B7 d1,93,11,51,0,0,,,,h1 B7 d1,,,,
h1^2 h6 d0^2,93,11,50,0,2,,,,h1^3 h6 d0^2,,,,
_h1 d1 j1,93,11,51,1,4,,,,_h1^2 d1 j1,,,,
h0^4 . D h2^2 h6,93,11,48,0,6,,,,,,,,
"_t h2 x89,12",93,12,50,1,-3,h,T Q2,,,h,"g x76,9",2,m Q2
_P h1^4 h6 e0,93,12,49,1,-1,,,,_P h1^5 h6 e0,,,2,_P h1^6 h6 d0
D D1 e0,93,12,50,0,1,,D D1 h0 e0,,loc,,D D1 h0 g,,
P h6 c0 d0,93,12,49,0,3,,,,P h1 h6 c0 d0,,,,
"h1^2 x91,11",93,13,50,0,-7,,,,,,,,
h1^5 h6 c0 e0,93,13,52,0,-5,,,,h1^6 h6 c0 e0,,,2,h1^7 h6 c0 d0
T Q2,93,13,50,0,-3,,,,,,,,
h1^2 d1 j1,93,13,53,0,-1,,,,,,,,
D^2 h1 g2,93,13,49,0,1,,,,D^2 h1^2 g2,,,,
_h1^2 d1 e1 g,93,13,52,1,3,,,h,h3 g C'',,,,
D D1 h0 e0,93,13,50,0,5,,D D1 h0^2 e0,,,,D D1 h0^2 g,,
P^2 h6 d0,93,13,48,0,7,,P^2 h0 h6 d0,,P^2 h1 h6 d0,,P^2 h0 h6 e0,,
_h1^7 h6 c0 d0,93,14,51,1,-3,,,,_h1^8 h6 c0 d0,,,,
D D1 h0^2 e0,93,14,50,0,-1,,,,,,,,
P^2 h0 h6 d0,93,14,48,0,1,,P^2 h0^2 h6 d0,,,,P^2 h0^2 h6 e0,,
P h1^5 h6 e0 + _h1^7 h6 c0 d0,93,14,51,0,3,,,,P h1^6 h6 e0 + _h1^8 h6 c0 d0,,,,
P^2 h0^2 h6 d0,93,15,48,0,-2,,,,,,,,
_t^3 d1 g^3,93,15,50,1,0,,,,,,,,
g^2 i1,93,15,54,0,2,,,,h1 g^2 i1,,,,
_h1^12 h6 e0,93,16,53,1,-2,,,,_h1^13 h6 e0,,,,
_P^2 h1^5 h6 c0,93,16,49,1,0,,,,_P^2 h1^6 h6 c0,,,,
h1^8 h6 c0 d0,93,16,53,0,2,,,,h1^9 h6 c0 d0,,,,
t D^3 h1 g,93,17,48,0,-4,,,,,,,,
h1 d1 g^3,93,17,55,0,-2,,,,h1^2 d1 g^3,,,,
_D h1 h3 g^3,93,17,52,1,0,,,,_D h1^2 h3 g^3,,,,
M c0 g^2,93,17,53,0,2,,,,loc,,,,
_M D h1 c0 d0,93,17,49,1,4,,,,loc,,,,
M d0 e0^2,93,18,52,0,-2,,M h0 d0 e0^2,,loc,,M h0 e0^3,,
h1^13 h6 e0,93,18,55,0,0,,,,h1^14 h6 e0,,,,
P^2 h1^6 h6 c0,93,18,51,0,2,,,,P^2 h1^7 h6 c0,,,,
D h1^2 h3 g^3,93,19,54,0,-4,,,,,,,,
_t h0 e0 g^2 m,93,19,52,1,-2,,_t^2 h1 d0 e0 g^3,,,,_t^2 h1 e0^2 g^3,2,_t h0^2 d0 e0 g^3
M h0 d0 e0^2,93,19,52,0,0,,M h0^2 d0 e0^2,,,,M h0^2 e0^3,,
D^2 c0 e0 g,93,19,51,0,2,,,,loc,,,,
_M h1^2 d0^2 e0,93,19,51,1,4,,,,loc,,,,
_t^2 h1 d0 e0 g^3,93,20,52,1,-3,,,,,,,2,D h2^2 d0^2 e0^2
M h0^2 d0 e0^2,93,20,52,0,-1,,,,,,,,
_M P c0 d0 e0,93,20,50,1,1,h,M P d0 j,,loc,h,M d0^2 i,,
D^2 d0^2 e0,93,20,50,0,3,,D^2 h0 d0^2 e0,,loc,,D^2 h0 d0 e0^2,,
D h1 e0^4,93,21,53,0,-3,,,,loc,,,,
M P d0 j,93,21,50,0,-1,,M P h0 d0 j,,,,M h0 d0^2 i,2,M P^2 h0 d0 e0
D^2 h0 d0^2 e0,93,21,50,0,1,,D^2 h0^2 d0^2 e0,,,,D^2 h0^2 d0 e0^2,,
_D^2 h1^2 d0^3,93,21,49,1,3,,,,loc,,,,
M P h0 d0 j,93,22,50,0,-2,,,,,,,2,M P^2 h0^2 d0 e0
D^2 h0^2 d0^2 e0,93,22,50,0,0,,,,,,,,
_P D^2 c0 d0^2,93,22,48,1,2,,_t M P^2 h0^2 d0 e0,,loc,,_t M P h0^2 d0^3,,
_t M P^2 h0^2 d0 e0,93,23,48,1,-1,h,P D^2 h0 d0 i,,,h,P D^2 h0 d0 j,2,P^2 D^2 h0 d0^2
c0 e0^5,93,23,55,0,1,,,,loc,,,,
P D^2 h0 d0 i,93,24,48,0,-1,,P D^2 h0^2 d0 i,,,,,2,P^2 D^2 h0^2 d0^2
d0^3 e0^3,93,24,54,0,1,,h0 d0^3 e0^3,,loc,,h0 d0^2 e0^4,,
P D^2 h0^2 d0 i,93,25,48,0,-2,,D M P^3 h0^4,,,,,2,M P^3 h0^2 i
h0 d0^3 e0^3,93,25,54,0,0,,h0^2 d0^3 e0^3,,,,h0^2 d0^2 e0^4,,
_h1^2 d0^4 e0^2,93,25,53,1,2,,,,loc,,,,
D M P^3 h0^4,93,26,48,0,-2,,D M P^3 h0^5,,,,,2,M P^3 h0^3 i
h0^2 d0^3 e0^3,93,26,54,0,0,,,,,,,,
_c0 d0^6,93,26,52,1,2,h,d0^5 i,,loc,h,d0^5 j,,
D M P^3 h0^5,93,27,48,0,-2,,D M P^3 h0^6,,,,,2,M P^3 h0^4 i
d0^5 i,93,27,52,0,0,,h0 d0^5 i,,,,h0 d0^5 j,2,P h0 d0^6
P^2 D c0 d0^2 e0,93,27,51,0,2,,,,loc,,,,
D M P^3 h0^6,93,28,48,0,-2,,,,,,,2,M P^3 h0^5 i
h0 d0^5 i,93,28,52,0,0,,,,,,,2,P h0^2 d0^6
_t P h0 d0^6,93,28,50,1,2,,_t P h0^2 d0^6,h,P^3 D h1 d0^2 e0,,_t P h0^2 d0^5 e0,,
_t P h0^2 d0^6,93,29,50,1,-2,h,P^4 j m,,,h,P^4 k m,,
M P^5 c0,93,29,49,0,0,,,,loc,,,,
_P^3 D h1^2 d0^3,93,29,49,1,2,,,,loc,,,,
P^4 j m,93,30,50,0,-1,,,,,,,,
_P^4 D c0 d0^2,93,30,48,1,1,,_t P^4 h0 d0^2 l,,loc,,_t P^4 h0 d0^2 m,,
_t P^4 h0 d0^2 l,93,31,48,1,0,,_t^2 P^4 h1 d0^3 e0,,,,_t^2 P^3 h1 d0^5,2,_t P^4 h0^2 d0^3 e0
_t^2 P^4 h1 d0^3 e0,93,32,48,1,0,,,,,,,2,P^5 i k
P^5 D h1 d0^2,93,33,49,0,0,,,,loc,,,,
P^5 c0 d0^2 e0,93,35,51,0,0,,,,loc,,,,
P^6 d0^2 e0,93,36,50,0,0,,P^6 h0 d0^2 e0,,loc,,P^5 h0 d0^4,,
P^6 h0 d0^2 e0,93,37,50,0,-1,,P^6 h0^2 d0^2 e0,,,,P^5 h0^2 d0^4,,
_P^6 h1^2 d0^3,93,37,49,1,1,,,,loc,,,,
P^6 h0^2 d0^2 e0,93,38,50,0,-1,,,,,,,,
