name,stem,Adams filtration,weight,tautorsion,shift,h0info,h0target,h1info,h1target,h2info,h2target,drinfo,drtarget
h1^2 h6 c0,73,6,39,1,0,,,,h1^3 h6 c0,,,,
h2^2 Q3,73,7,40,0,-1,,,,,,,,
P h1^2 h6,73,7,38,0,1,,,,P h1^3 h6,,,,
"h1^2 x71,6",73,8,40,1,-1,,,,"h1^3 x71,6",,,,
h0 h4 D2,73,8,38,0,1,,,,,t,M h1 h4^2,,
h1^2 l1,73,9,41,1,-1,,,,,,,,
h1 h4 Q2,73,9,39,1,1,,,,h1^2 h4 Q2,,,,
h2^2 C'',73,11,41,2,-1,,,,,,,,
h1^10 h6,73,11,42,1,1,,,,h1^11 h6,,,,
h1^4 D3',73,12,41,1,0,,,,h1^5 D3',,,,
h1 d1 g^2,73,13,43,1,0,,,,h1^2 d1 g^2,,,,
D^2 h1^2 h4 c0,73,14,39,1,-1,,,,,,,,
M d0^2,73,14,40,0,1,,,,M h1 d0^2,,,,
D h1^2 h3 g^2,73,15,42,1,0,,,,,,,,
D h1 d0 e0^2,73,17,41,0,0,,,,,,,,
P^8 h1 c0,73,36,38,0,0,,,,loc,,,,
P^9 h1,73,37,37,0,0,,,,P^9 h1^2,,,,
t h3 n1,74,6,39,0,0,,,,,,,,
P h0 h2 h6,74,7,38,0,-1,t,P h1^3 h6,,,,,,
h1^3 h6 c0,74,7,40,1,1,,,,h1^4 h6 c0,,,,
"x74,8",74,8,40,0,-1,,,,,,,,
P h1^3 h6,74,8,39,0,1,,,,P h1^4 h6,,,,
"h1^3 x71,6",74,9,41,1,0,,,,"h1^4 x71,6",,,,
h1^2 h4 Q2,74,10,40,1,-1,,,,t g B6,,,,
h3 C'',74,10,41,1,1,,,,,,,,
h1^11 h6,74,12,43,1,0,,,,h1^12 h6,,,,
h1^5 D3',74,13,42,1,0,,,,,,,,
D^2 h2^2 g,74,14,40,0,-2,,,,,,D^2 h1^2 h3 g,,
h2 g^2 n,74,14,43,1,0,,,,,,,,
h1^2 d1 g^2,74,14,44,1,2,,,,,,,,
M h1 d0^2,74,15,41,1,0,,,,,,,,
e0^2 g^2,74,16,44,0,0,,,,h1 e0^2 g^2,,h0 e0 g^3,,
P^9 h1^2,74,38,38,0,0,,,,P^9 h1^3,,,,
h0 h3 d2,75,6,40,0,0,,,,,,,,
h1^4 h6 c0,75,8,41,1,0,,,,h1^5 h6 c0,,,,
P h1^4 h6,75,9,40,1,0,,,,P h1^5 h6,,,,
"h1^4 x71,6",75,10,42,1,0,,,,,,,,
t g B6,75,11,41,1,0,,,,,,,,
h2 d1 g^2,75,13,44,2,-1,,,,,,h2^2 d1 g^2,,
h1^12 h6,75,13,44,1,1,,,,h1^13 h6,,,,
h1 e0^2 g^2,75,17,45,3,0,,,,,,,,
d0 j m,75,18,42,1,0,,,,,,,,
P^9 h2,75,37,38,0,0,,P^9 h0 h2,,,,,,
P^9 h0 h2,75,38,38,0,0,t,P^9 h1^3,,,,,,
P^9 h1^3,75,39,39,0,0,,,,loc,,,,
"h0 x76,6",76,7,40,0,0,,"h0^2 x76,6",,,,"h0 h2 x76,6",,
"h0^2 x76,6",76,8,40,0,-1,t,M h1 h4^2,,,,,,
d1 g2,76,8,42,0,1,,,,h1 d1 g2,,h1^2 m1,,
h1^5 h6 c0,76,9,42,1,-2,,,,h1^6 h6 c0,,,,
M h1 h4^2,76,9,41,0,0,,,,,,,,
"x76,9",76,9,40,0,2,,,,,,"h1 x78,9",,
P h1^5 h6,76,10,41,1,0,,,,P h1^6 h6,,,,
h1 g B6,76,12,43,1,0,,,,h1^2 g B6,,,,
h1^13 h6,76,14,45,1,-1,,,,h1^14 h6,,,,
g^2 T,76,14,44,3,1,,,,,t,c1 g^3,,
h3^2 h6,77,3,40,0,0,,,,,,,,
h6 d0,77,5,40,0,0,,,,h1 h6 d0,,h0 h6 e0,,
h1 h4 D3,77,6,41,0,0,,,,,,,,M h1 h4^2
"x77,7",77,7,40,0,-2,,"h0 x77,7",,,,,p t,M h1 h4^2
m1,77,7,42,0,0,,,,h1 m1,,,,
"h1 x76,6",77,7,41,0,2,,,,"h1^2 x76,6",,,,
"h0 x77,7",77,8,40,0,0,,,,,,,,
h1 d1 g2,77,9,43,1,0,,,,h1^2 d1 g2,,,,
h1^6 h6 c0,77,10,43,1,0,,,,h1^7 h6 c0,,,,
P h1^6 h6,77,11,42,1,0,,,,P h1^7 h6,,,,
M D h1 h3,77,12,41,0,0,,,,M D h1^2 h3,,,,
h1^2 g B6,77,13,44,1,-1,,,t,h2^2 d1 g^2,,,,
D h1 d1 g,77,13,43,1,1,,,,D h1^2 d1 g,,,,
D^2 h1^2 h3 g,77,15,42,1,-1,,,,,,,,
h1^14 h6,77,15,46,1,1,,,,h1^15 h6,,,,
t^5 e0 g^3,77,16,41,1,0,,,,,,,,
h0 e0 g^3,77,17,46,2,0,,,,,,h0^2 g^4,,
h1 h6 d0,78,6,41,0,0,,,,,,,,
h0^6 h4 h6,78,8,40,0,-2,,h0^7 h4 h6,,,,,,
h1 m1,78,8,43,1,0,,,,h1^2 m1,,,,
"h1^2 x76,6",78,8,42,0,2,,,,"h1^3 x76,6",,,,
h0^7 h4 h6,78,9,40,0,-1,,,,,,,,
"x78,9",78,9,41,0,1,,,,"h1 x78,9",,,,
h1^2 d1 g2,78,10,44,1,-1,,,,,,,,
e0 A',78,10,42,0,1,,,,,,,,
h1^7 h6 c0,78,11,44,1,0,,,,h1^8 h6 c0,,,,
P h1^7 h6,78,12,43,1,0,,,,P h1^8 h6,,,,
M D h1^2 h3,78,13,42,0,0,,,,,,,,
h2^2 d1 g^2,78,14,46,2,-1,,,,,,h1^3 e1 g^2,,
D h1^2 d1 g,78,14,44,1,1,,,t2,c1 g^3,,,,
h1^15 h6,78,16,47,1,0,,,,,,,,
h1 h4 h6,79,3,41,0,0,,,,h1^2 h4 h6,,,,
"h2 x76,6",79,7,42,0,0,,"h0 h2 x76,6",,,,h0^2 h4 Q3,,
"h0 h2 x76,6",79,8,42,0,-1,,,,,,,,
P h6 c0,79,8,41,0,1,,,,P h1 h6 c0,,,,
h1^2 m1,79,9,44,1,-1,,,,,,,,
"h1^3 x76,6",79,9,43,1,1,,,,,,,,
"h1 x78,9",79,10,42,0,0,,,,,,,,
g j1,79,11,45,1,-1,,,,h1 g j1,,,,
D B6,79,11,42,0,1,,,,D h1 B6,t,(D e1 + C0) g,,
h1^8 h6 c0,79,12,45,1,0,,,,h1^9 h6 c0,,,,
h1 e1 g^2,79,13,46,1,-2,,,,h1^2 e1 g^2,,,,
P h1^8 h6,79,13,44,1,0,,,,P h1^9 h6,,,,
D^2 n,79,13,41,0,2,,,,,,D^2 h2 n,,
M e0^2,79,14,44,0,0,,,,M h1 e0^2,,,,
c1 g^3,79,15,47,3,0,,,,,,h2 c1 g^3,,
D h1 e0^2 g,79,17,45,4,0,,,,D h1^2 e0^2 g,,,,
P^4 h0^7 Q',79,36,40,0,0,,P^4 h0^8 Q',,,,,,
P^4 h0^8 Q',79,37,40,0,0,,P^4 h0^9 Q',,,,,,
P^4 h0^9 Q',79,38,40,0,0,,P^4 h0^10 Q',,,,,,
P^4 h0^10 Q',79,39,40,0,0,,P^4 h0^11 Q',,,,,,
P^4 h0^11 Q',79,40,40,0,0,,,,,,,,
h1^2 h4 h6,80,4,42,0,0,,,,h1^3 h4 h6,,,,
h1 x1,80,6,43,0,-1,,,,h1^2 x1,,,,
h0 h6 e0,80,6,42,0,1,,,,,,h0^2 h6 g,,
P h1 h6 c0,80,9,42,0,-1,,,,P h1^2 h6 c0,,,,
"h2 x77,8",80,9,43,0,1,,,,,,t h1 g H1,,
P^2 h1 h6,80,10,41,0,0,,,,P^2 h1^2 h6,,,,
h1 g j1,80,12,46,1,-2,,,,h1^2 g j1,,,,
D h1 B6,80,12,43,1,0,,,,D h1^2 B6,,,,
"x80,12",80,12,42,0,2,,,,D^2 h1 d1,,D^2 h2 d1,,
h1^9 h6 c0,80,13,46,1,0,,,,h1^10 h6 c0,,,,
h1^2 e1 g^2,80,14,47,1,-1,,,,h1^3 e1 g^2,,,,
P h1^9 h6,80,14,45,1,1,,,,P h1^10 h6,,,,
M h1 e0^2,80,15,45,1,0,,,,,,,,
t g^4,80,16,47,0,0,t,h0 g^4,,t h1 g^4,t,h2 g^4,,
h0 g^4,80,17,48,2,0,,h0^2 g^4,,,,h0 h2 g^4,,
D h1^2 e0^2 g,80,18,46,1,-1,,,,,,,,
h0^2 g^4,80,18,48,2,1,,,,,,,,
D c0 d0 e0^2,80,19,45,3,0,,,,,,,,
P^9 c0,80,39,41,0,0,,,,P^9 h1 c0,,,,
h2 h4 h6,81,3,42,0,0,,h0 h2 h4 h6,,,,h2^2 h4 h6,,
h0 h2 h4 h6,81,4,42,0,0,t,h1^3 h4 h6,,,,,,
h1^3 h4 h6,81,5,43,0,0,,,,,,,,
h3^2 n1,81,7,44,0,-1,,,,,,,,
h1^2 x1,81,7,44,1,1,,,,h1^3 x1,,,,
t c1 H1,81,8,43,0,0,,,,,t,h2 c1 H1,,
P h1^2 h6 c0,81,10,43,1,0,,,,P h1^3 h6 c0,,,,
P^2 h1^2 h6,81,11,42,0,0,,,,P^2 h1^3 h6,,,,
D^2 p,81,12,42,0,0,t,D^2 h1 d1,,,,,,
h1^2 g j1,81,13,47,1,-2,,,,,,,,
D h1^2 B6,81,13,44,1,0,,,,,,,,
D^2 h1 d1,81,13,43,0,2,,,,D^2 h1^2 d1,,,,
h1^10 h6 c0,81,14,47,1,0,,,,h1^11 h6 c0,,,,
h1^3 e1 g^2,81,15,48,1,-1,,,,,,,,
P h1^10 h6,81,15,46,1,1,,,,P h1^11 h6,,,,
t h1 g^4,81,17,48,2,0,,,,,,,,
e0^3 r,81,18,46,2,0,,,,,,,,
P^9 h1 c0,81,40,42,0,0,,,,loc,,,,
P^10 h1,81,41,41,0,0,,,,P^10 h1^2,,,,
h6 c1,82,4,43,0,0,,,,,,h2 h6 c1,,
h2 x1,82,6,44,0,0,,,,,,,,
h0^2 h4 Q3,82,8,44,0,-2,,,,,,,,
h1^3 x1,82,8,45,1,0,,,,h1^4 x1,,,,
e1 g2,82,8,45,0,2,,,,,,h1^3 h4 Q3,,
P^2 h2 h6,82,10,42,0,0,,P^2 h0 h2 h6,,,,,,
P h1^3 h6 c0,82,11,44,1,-1,,,,P h1^4 h6 c0,,,,
P^2 h0 h2 h6,82,11,42,0,1,t,P^2 h1^3 h6,,,,,,
(D e1 + C0) g,82,12,45,2,-1,,,,D h1 e1 g,,,,
P^2 h1^3 h6,82,12,43,0,1,,,,P^2 h1^4 h6,,,,
D^2 h2 n,82,14,43,0,-1,,,,,,,,
D^2 h1^2 d1,82,14,44,1,1,,,,,,,,
h1^11 h6 c0,82,15,48,1,0,,,,h1^12 h6 c0,,,,
h2 c1 g^3,82,16,49,2,-1,,,,,,,,
P h1^11 h6,82,16,47,1,1,,,t2,h2 g^4,,,,
c0 e0^2 g^2,82,19,49,1,0,,,,h1 c0 e0^2 g^2,,,,
d0 e0^4,82,20,48,3,0,,,,h1 d0 e0^4,,,,
P^10 h1^2,82,42,42,0,0,,,,P^10 h1^3,,,,
t h6 g,83,5,43,0,0,t,h0 h6 g,,t h1 h6 g,t,h2 h6 g,p,D^2 h2 n
t h6 g again,83,5,43,0,0,,,,,p,t h1^2 f2,,
h0 h6 g,83,6,44,0,0,,h0^2 h6 g,,,,h0 h2 h6 g,,
h0^2 h6 g,83,7,44,0,-1,,,,,,,,
h1 h4 Q3,83,7,45,1,1,,,,h1^2 h4 Q3,,,,
h1^4 x1,83,9,46,1,0,,,,h1^5 x1,,,,
t h1 g H1,83,10,45,0,0,,,,,,,,
D j1,83,11,45,0,0,,,,D h1 j1,,,,
P h1^4 h6 c0,83,12,45,1,0,,,,P h1^5 h6 c0,,,,
D^2 h2 d1,83,13,44,0,-2,,,,,,t^2 B5 g,,
D h1 e1 g,83,13,46,1,0,,,,D h1^2 e1 g,,,,
P^2 h1^4 h6,83,13,44,1,2,,,,P^2 h1^5 h6,,,,
h1^12 h6 c0,83,16,49,1,0,,,,h1^13 h6 c0,,,,
h2 g^4,83,17,50,3,0,,h0 h2 g^4,,,,h2^2 g^4,,
h0 h2 g^4,83,18,50,2,0,,,,,,,,
h1 c0 e0^2 g^2,83,20,50,1,0,,,,,,,,
h1 d0 e0^4,83,21,49,1,0,,,,,,,,
P^10 h2,83,41,42,0,0,,P^10 h0 h2,,,,,,
P^10 h0 h2,83,42,42,0,0,t,P^10 h1^3,,,,,,
P^10 h1^3,83,43,43,0,0,,,,loc,,,,
h2^2 h4 h6,84,4,44,0,0,,,,,,,,
t h1 h6 g,84,6,44,0,0,,,,,,,,
h1^2 h4 Q3,84,8,46,1,0,,,,h1^3 h4 Q3,,,,
h2 c1 H1,84,9,46,0,0,,,,,,,,
h1^5 x1,84,10,47,1,-1,,,,,,,,
"P x76,6",84,10,45,0,1,,,,"P h1 x76,6",,,,
h2 g A',84,11,46,2,0,,,,,,t h1 g G0,,
D h1 j1,84,12,46,1,-1,,,,D h1^2 j1,,,,
d1^2 g,84,12,48,1,1,,,,h1 d1^2 g,,h1^2 d1 i1,,
P h1^5 h6 c0,84,13,46,1,0,,,,P h1^6 h6 c0,,,,
D h1^2 e1 g,84,14,47,1,-2,,,,,,,,
P^2 h1^5 h6,84,14,45,1,0,,,,P^2 h1^6 h6,,,,
D^2 T,84,14,44,0,2,,,,,t,D^2 c1 g,,
M D h1 d0,84,15,45,0,0,,,,M D h1^2 d0,,,,
h1^13 h6 c0,84,17,50,1,0,,,,h1^14 h6 c0,,,,
h2 h6 c1,85,5,45,0,-1,,,,,,,,
t h1 f2,85,5,44,0,1,,,,t h1^2 f2,,,,
"x85,6",85,6,45,0,0,,,,"h1 x85,6",,,p,M D h1 d0
h2 h4 Q3,85,7,46,0,0,,h0 h2 h4 Q3,,,,,,
h0 h2 h4 Q3,85,8,46,1,-1,,,,,,,,
h6 c0 d0,85,8,45,1,1,,,,h1 h6 c0 d0,,,,
h1^3 h4 Q3,85,9,47,1,-1,,,,,,,,
P h6 d0,85,9,44,0,1,,,,P h1 h6 d0,,,,
"P h1 x76,6",85,11,46,0,-1,,,,,,,,
d1 i1,85,11,48,1,1,,,,h1 d1 i1,,,,
D h1^2 j1,85,13,47,1,-2,,,,,,,,
D^2 x,85,13,44,0,0,,D^2 h0 x,t,t^2 B5 g,,,,
h1 d1^2 g,85,13,49,1,2,,,,h1^2 d1^2 g,,,,
P h1^6 h6 c0,85,14,47,1,-2,,,,P h1^7 h6 c0,,,,
D^2 h0 x,85,14,44,0,0,,,,,,,,
M g^2,85,14,48,0,2,,M h0 g^2,,M h1 g^2,,M h2 g^2,,
P^2 h1^6 h6,85,15,46,1,-1,,,,P^2 h1^7 h6,,,,
M h0 g^2,85,15,48,2,1,,,,,,M h0 h2 g^2,,
M D h1^2 d0,85,16,46,1,0,,,,,,,,
t D h1 g^3,85,17,48,0,-1,,,,,,,,
D^2 h0 e0 g,85,17,46,2,1,,,,,,D^2 h0^2 g^2,,
h1^14 h6 c0,85,18,51,1,0,,,,,,,,
h4 h6 c0,86,5,45,0,0,,,,h1 h4 h6 c0,,,,
h2 h6 g,86,6,46,0,-1,,h0 h2 h6 g,,,,h2^2 h6 g,p,M D h1^2 d0
t h1^2 f2,86,6,45,0,1,,,,,,,,
"h1 x85,6",86,7,46,0,-1,,,,"h1^2 x85,6",,,p,M D h1^2 d0
h0 h2 h6 g,86,7,46,0,1,,,,,,,,
h1 h6 c0 d0,86,9,46,1,0,,,,,,,,
P h1 h6 d0,86,10,45,0,0,,,,,,,,
h0^3 h6 i,86,11,44,0,0,,h0^4 h6 i,,,,,,
h1 d1 i1,86,12,49,1,-2,,,,h1^2 d1 i1,,,,
h0^4 h6 i,86,12,44,0,0,,h0^5 h6 i,,,,,,
t h2 g C',86,12,47,1,2,,,,,t,h0 h2 g G0,,
h0^5 h6 i,86,13,44,0,0,,,,,,,,
t^2 B5 g,86,14,46,0,-1,,,,,,t^2 h2 B5 g,,
h1^2 d1^2 g,86,14,50,1,1,,,,,,,,
P h1^7 h6 c0,86,15,48,1,-1,,,,P h1^8 h6 c0,,,,
M h1 g^2,86,15,49,3,1,,,,M h1^2 g^2,,,,
P^2 h1^7 h6,86,16,47,1,-1,,,,,,,,
B4 j,86,16,46,0,1,,,,,,,,
h2^2 g^4,86,18,52,2,0,,,,,,h1^2 h3 g^4,,
D c0 e0^2 g,86,19,49,4,0,,,,D h1 c0 e0^2 g,,,,
h1^2 c3,87,5,46,0,0,,,,,,,,
h1 h4 h6 c0,87,6,46,0,0,,,,h1^2 h4 h6 c0,,,,
"x87,7",87,7,45,0,0,,,,"h1 x87,7",,,p t,B4 j
"h1^2 x85,6",87,8,47,1,0,,,,,,,,
g Q3,87,9,48,0,0,,,,,,h2 g Q3,,
t D h1 H1,87,10,45,0,0,,,,,,,p t,B4 j
B6 d1,87,11,48,1,0,,,,,t,d1 e1 g,,
t h1 g G0,87,12,48,2,-1,,,,,,,,
P^2 h6 c0,87,12,45,0,1,,,,P^2 h1 h6 c0,,,,
h1^2 d1 i1,87,13,50,1,-1,,,,,,,,
D^2 h1 e1,87,13,46,0,1,,,,D^2 h1^2 e1,,,,
D^2 c1 g,87,15,47,0,0,,,,,,D^2 h2 c1 g,,
P h1^8 h6 c0,87,16,49,1,-1,,,,P h1^9 h6 c0,,,,
M h1^2 g^2,87,16,50,1,1,,,,,,,,
M c0 e0^2,87,17,49,1,0,,,,,,,,
D h2^2 e0 g^2,87,18,50,3,-1,,,,,,,,
M d0^3,87,18,48,0,1,,,,,,,,
D h1 c0 e0^2 g,87,20,50,1,0,,,,,,,,
D h1 d0^2 e0^2,87,21,49,1,0,,,,,,,,
P^8 h0^2 i,87,41,44,0,0,,P^8 h0^3 i,,,,,,
P^8 h0^3 i,87,42,44,0,0,,P^8 h0^4 i,,,,,,
P^8 h0^4 i,87,43,44,0,0,,P^8 h0^5 i,,,,,,
P^8 h0^5 i,87,44,44,0,0,,,,,,,,
h1^2 h4 h6 c0,88,7,47,1,0,,,,,,,,
"h1 x87,7",88,8,46,0,-1,,,,,,,,
g2^2,88,8,48,0,1,,h0 g2^2,,,,,,
h0 g2^2,88,9,48,0,0,,,,,,,,
"x88,10",88,10,48,1,0,,,,"h1 x88,10",,,,
h2^2 g H1,88,11,49,2,0,,,,,,h1^2 h3 g H1,,M c0 e0^2
D^2 f1,88,12,46,0,-1,,,,D^2 h1 f1,,,p t2,M d0^3
D g2 g,88,12,48,0,1,,,,D h1 g2 g,,h1^2 d1 Q2,,M d0^3
P^2 h1 h6 c0,88,13,46,0,0,,,,P^2 h1^2 h6 c0,,,,
D^2 h1^2 e1,88,14,47,1,-1,,,,t^2 h2 B5 g,,,,
P^3 h1 h6,88,14,45,0,1,,,,P^3 h1^2 h6,,,,
M h2 g^2,88,15,50,2,0,,M h0 h2 g^2,,,,M h2^2 g^2,,
M h0 h2 g^2,88,16,50,2,0,,,,,,,,
P h1^9 h6 c0,88,17,50,1,0,,,,,,,,
D^2 h0^2 g^2,88,18,48,2,-1,,,,,,,,
h1 h3 g^4,88,18,53,1,1,,,,h1^2 h3 g^4,,,,
e0^4 g + M h1^6 e0 g,88,20,52,4,0,,,,h1 e0^4 g + M h1^7 e0 g,,,,
P^10 c0,88,43,45,0,0,,,,P^10 h1 c0,,,,
h2^2 h6 g,89,7,48,0,0,,,,,,h1^2 h3 h6 g,,
d1 Q2,89,11,48,1,-1,,,,h1 d1 Q2,,,,
"h1 x88,10",89,11,49,1,1,,,t,d1 e1 g,,,,
h0 h2 g G0,89,13,50,2,-2,,,,,,,,
D^2 h1 f1,89,13,47,0,0,,,,,,,,
D h1 g2 g,89,13,49,1,2,,,,D h1^2 g2 g,,,,
P^2 h1^2 h6 c0,89,14,47,1,0,,,,P^2 h1^3 h6 c0,,,,
t^2 h2 B5 g,89,15,48,1,-1,,,,,,,,
P^3 h1^2 h6,89,15,46,0,1,,,,P^3 h1^3 h6,,,,
h1^2 h3 g^4,89,19,54,1,0,,,,,,,,
h1 e0^4 g + M h1^7 e0 g,89,21,53,1,0,,,,,,,,
P^10 h1 c0,89,44,46,0,0,,,,loc,,,,
P^11 h1,89,45,45,0,0,,,,P^11 h1^2,,,,
h2 g Q3,90,10,50,2,0,,,,,,D1 h1^3 e1,,
h1 d1 Q2,90,12,49,1,-2,,,,h1^2 d1 Q2,,,,
d1 e1 g,90,12,51,2,0,,,,h1 d1 e1 g,,h1^2 d1 j1,,
M^2,90,12,48,0,2,,,,M^2 h1,,D D1 h0 e0,,
D h1^2 g2 g,90,14,50,1,-2,,,,,,,,
t h2 g C'',90,14,50,1,0,,,,,t2,g^2 i1,,
P^3 h2 h6,90,14,46,0,2,,P^3 h0 h2 h6,,,,P^2 h0^2 h6 d0,,
P^2 h1^3 h6 c0,90,15,48,1,-2,,,,P^2 h1^4 h6 c0,,,,
P^3 h0 h2 h6,90,15,46,0,0,t,P^3 h1^3 h6,,,,,,
M D h1 g,90,15,49,0,2,,,,M D h1^2 g,,,,
D^2 h2 c1 g,90,16,49,2,-1,,,,,,,,
P^3 h1^3 h6,90,16,47,0,1,,,t2,D^2 h2 g^2,,,,
t^3 g m^2,90,18,49,0,0,,,,,,,,
P^11 h1^2,90,46,46,0,0,,,,P^11 h1^3,,,,
h4^2 D3,91,6,48,0,0,,,,h1 h4^2 D3,,,,
h1 h3 h6 g,91,7,49,1,0,,,,h1^2 h3 h6 g,,,,
d1 j1,91,11,51,1,0,,,,h1 d1 j1,,,,
h1^2 h3 g H1,91,12,51,1,-1,,,,,,,,
D h2^2 A',91,12,48,0,1,,,,,,,,
h1^2 d1 Q2,91,13,50,1,-2,,,,,,,,
h1 d1 e1 g,91,13,52,1,0,,,,h1^2 d1 e1 g,,,,
M^2 h1,91,13,49,0,2,,,,,,,,
M h2^2 g^2,91,16,52,2,-2,,,,,,,,
P^2 h1^4 h6 c0,91,16,49,1,0,,,,P^2 h1^5 h6 c0,,,,
M D h1^2 g,91,16,50,1,2,,,,M D h1^3 g,,,,
D^2 h2 g^2,91,17,50,3,-2,,D^2 h0 h2 g^2,,,,D^2 h2^2 g^2,,
M D c0 d0,91,17,49,0,0,,,,,,,,
g^3 n,91,17,53,1,2,,,,,,h2 g^3 n,,
D^2 h0 h2 g^2,91,18,50,2,0,,,,,,,,
t^4 d0 e0 g^3 + D^2 h1 c0 e0^2,91,20,50,2,0,,,,,,,,
P^11 h2,91,45,46,0,0,,P^11 h0 h2,,,,,,
P^11 h0 h2,91,46,46,0,0,t,P^11 h1^3,,,,,,
P^11 h1^3,91,47,47,0,0,,,,loc,,,,
h0 g3,92,5,48,0,0,,h0^2 g3,,,,h0 h2 g3,,
h0^2 g3,92,6,48,0,0,,,,,,,,
h1 h4^2 D3,92,7,49,0,0,,,,,,,,
h1^2 h3 h6 g,92,8,50,1,0,,,,,,,,
"h1 x91,8",92,9,49,0,0,,,,"h1^2 x91,8",,,,
D1 h1^2 e1,92,10,51,1,-1,,,,D1 h1^3 e1,,,,
"x92,10",92,10,48,0,1,,"h0 x92,10",,"h1 x92,10",t,"x95,11",,
"h0 x92,10",92,11,48,0,0,,,,,,,,
h1 d1 j1,92,12,52,1,-1,,,,h1^2 d1 j1,,,,
"x92,12",92,12,48,0,1,,,,"h1 x92,12",,"h2 x92,12",p t,M D c0 d0
"x92,12 again",92,12,48,0,1,,,,,,,p t2,D^2 h2 g^2
h1^2 d1 e1 g,92,14,53,1,0,,,,,,,,
M D h2^2 e0,92,16,50,0,-1,,,,,,,,
d1 g^3,92,16,54,3,1,,,,h1 d1 g^3,,h2 d1 g^3,,
P^2 h1^5 h6 c0,92,17,50,1,-1,,,,P^2 h1^6 h6 c0,,,,
M D h1^3 g,92,17,51,1,1,,,,,,,,
D h1 h3 g^3,92,18,53,1,0,,,,D h1^2 h3 g^3,,,,
t^2 e0 g^2 m,92,19,52,4,-1,,,,,,,,
M P D h1 d0,92,19,49,0,1,,,,,,,,
t h1 g3,93,5,48,0,0,,,t,h1^2 g3,,,,"h0 x92,10"
h0^3 h4^2 h6,93,6,48,0,0,,,,,,,,
D1 h2 e1,93,9,51,1,0,,,,,,,,
"h1^2 x91,8",93,10,50,0,-1,,,,,,,,
h0^3 . D h2^2 h6,93,10,48,0,1,,h0^4 . D h2^2 h6,,,,,p t2,
D1 h1^3 e1,93,11,52,1,-2,,,,,,,,
"h1 x92,10",93,11,49,0,0,,,,,,,,
h0^4 . D h2^2 h6,93,11,48,0,2,,,,,,,,
h1^2 d1 j1,93,13,53,1,-4,,,,,,,,
D D1 h0 e0,93,13,50,0,-2,,,,,,,,
P^2 h6 d0,93,13,48,0,0,,P^2 h0 h6 d0,,,,,,
"h1 x92,12",93,13,49,0,2,,,,"h1^2 x92,12",,,,
t T Q2,93,13,49,0,4,,,,,,,,
P^2 h0 h6 d0,93,14,48,0,0,,P^2 h0^2 h6 d0,,,,,,
g^2 i1,93,15,54,3,-1,,,,h1 g^2 i1,,,,
P^2 h0^2 h6 d0,93,15,48,0,1,,,,,,,,
M c0 g^2,93,17,53,1,-1,,,,M h1 c0 g^2,,,,
h1 d1 g^3,93,17,55,1,1,,,,h1^2 d1 g^3,,,,
P^2 h1^6 h6 c0,93,18,51,1,-1,,,,,,,,
M d0 e0^2,93,18,52,0,1,,,,M h1 d0 e0^2,,,,
D h1^2 h3 g^3,93,19,54,1,0,,,,,,,,
D h1 e0^4,93,21,53,4,0,,,,,,,,
h1 h4^2 h6,94,4,49,0,0,,,,,,,,
h1^2 g3,94,6,50,0,-1,,,,,,,,
h6 n,94,6,49,0,1,,,,,,,,
"x94,8 again",94,8,49,0,0,,,,,,,p,"h1 x92,10"
"x94,8",94,8,49,0,0,p t,t d1 H1,,"h1 x94,8",,,p t,"h1^2 x91,8"
t d1 H1,94,9,50,0,0,,,,,,,,
"y94,10",94,10,50,0,0,,,,,,,,
t D h1 h3 H1,94,11,49,0,0,,,,,,,,
D d1 e1,94,12,51,1,0,,,,,,,,
"h1^2 x92,12",94,14,50,1,-1,,,,,,,,
h3 g C'',94,14,53,1,1,,,,,,,,
D^2 M h1,94,15,49,0,0,,,p,D^2 M h1^2,,,p t3,M d0 e0^2
h1 g^2 i1,94,16,55,1,-1,,,,h1^2 g^2 i1,,,,
D^3 h2 c1,94,16,49,0,1,,,,,,,,
D^2 h2^2 g^2,94,18,52,2,-3,,,,,,,,
h2 g^3 n,94,18,55,1,-1,,,,,,,,
M h1 c0 g^2,94,18,54,1,1,,,,,,,,
h1^2 d1 g^3,94,18,56,1,3,,,,,,,,
M h1 d0 e0^2,94,19,53,1,-1,,,,,,,,
h1^14 h6 e0,94,19,56,1,1,,,,h1^15 h6 e0,,,,
t e0^2 g^3,94,20,55,5,0,,,,t h1 e0^2 g^3,,,,
h2 g3,95,5,50,0,-1,,h0 h2 g3,,,,,,
h6 d1,95,5,50,0,1,,,,,,,,
h0 h2 g3,95,6,50,0,0,,,,,,,,
D h1 h3 h6,95,7,49,0,0,,,,,,,,
"h1 x94,8",95,9,50,0,0,,,,,,,,
"x95,11",95,11,51,0,-1,,,,,,,,
e1 Q2,95,11,51,0,1,,,,,,,,
"h2 x92,12",95,13,50,0,0,,,,,,,,
D^2 M h1^2,95,16,50,0,-1,,,,,,,,
P^3 h6 c0,95,16,49,0,1,,,,,,,,
h2 d1 g^3,95,17,56,2,-1,,,,,,,,
h1^2 g^2 i1,95,17,56,1,1,,,,,,,,
t^6 g^3 m,95,19,50,0,0,,,,,,,,
h1^15 h6 e0,95,20,57,1,0,,,,,,,,
t h1 e0^2 g^3,95,21,56,2,0,,,,,,,,
